TransactionAmt,ProductCD,card1,card2,addr1,P_emaildomain,id_01,id_02,DeviceType,DeviceInfo,Amt_to_card1_ratio,card1_card2_interact
2027.5506528404176,0.0320512888103814,17754,308,345,0.0518867923868353,-85.0618363773568,62529.22380267033,0.0443925233644859,0.0526315788536729,0.11420246996160825,5468232
2371.3174343908704,0.0320512888103814,7432,358,217,0.0107526898239732,-41.92440009443409,86039.0741650998,0.0443925233644859,0.0155440421241535,0.3190685456404985,2660656
1538.2055677251922,0.0532544325436529,8382,286,260,0.0539215684598038,-89.15996272833773,77692.62078099803,0.0443925233644859,0.0346534653820288,0.18351295226557657,2397252
2068.9829858346325,0.0532544325436529,17061,366,142,0.0539215684598038,-28.281855295324235,86300.87005831387,0.0443925233644859,0.0346534653820288,0.12126973709758719,6244326
2422.8927771324243,0.0238095289246936,15683,589,225,0.0107526898239732,-63.12748445291541,68052.76794723028,0.0295698924731182,0.0155440421241535,0.1544916645786844,9237287
2578.938596109154,0.0532544325436529,14261,184,225,0.0107526898239732,-78.85687420010888,55503.98476137956,0.0443925233644859,0.0459183671556696,0.1808385522965268,2624024
4323.147666699789,0.0299401228821408,8846,386,247,0.0518867923868353,-37.43500870585469,68885.56411364341,0.0443925233644859,0.0155440421241535,0.4887121480683549,3414556
1546.5704085400428,0.0299401228821408,8081,352,192,0.0107526898239732,-67.99838869126083,60302.09337714319,0.0295698924731182,0.0526315788536729,0.19138354246085973,2844512
3021.208480973076,0.0499999231978174,10813,144,294,0.0107526898239732,-55.31258047995611,23866.9517422783,0.0443925233644859,0.0155440421241535,0.2794052046776125,1557072
3945.188673715308,0.0499999231978174,13225,215,155,0.0518867923868353,-45.944732461107584,98507.98173570768,0.0443925233644859,0.0459183671556696,0.29831294296651634,2843375
3215.204374267085,0.0238095289246936,14233,239,202,0.0518867923868353,-75.25370187668537,94460.08654981182,0.0295698924731182,0.0459183671556696,0.22589786917783364,3401687
3464.460056944084,0.0532544325436529,11685,215,237,0.0303030304369078,-50.898023733109,76431.50319856661,0.0295698924731182,0.0155440421241535,0.2964878094975786,2512275
2582.8241826104586,0.0499999231978174,14917,240,375,0.0107526898239732,-98.3328449400367,9455.439798018264,0.0295698924731182,0.0526315788536729,0.17314635522417343,3580080
3173.6884584670606,0.0299401228821408,9752,487,442,0.0518867923868353,-57.31052721766974,47599.3989496151,0.0295698924731182,0.0155440421241535,0.325439751354867,4749224
4075.977317595096,0.0299401228821408,8674,436,451,0.0518867923868353,-57.70564562584423,8477.1815165628,0.0295698924731182,0.0346534653820288,0.46990746055983645,3781864
2466.4665036756937,0.0238095289246936,9003,365,134,0.0303030304369078,-9.04355726196988,87599.96027540849,0.0295698924731182,0.0346534653820288,0.2739605132662544,3286095
4636.617319202469,0.0299401228821408,13031,395,370,0.0303030304369078,-89.42034797272011,73222.62077566741,0.0443925233644859,0.0459183671556696,0.3558143899657989,5147245
127.9565443712186,0.0299401228821408,8404,228,492,0.0539215684598038,-33.405283391953574,16579.78675164113,0.0443925233644859,0.0459183671556696,0.015225671611014027,1916112
217.44856666145657,0.0238095289246936,3700,362,308,0.0539215684598038,-20.360927738029105,90507.252387471,0.0443925233644859,0.0526315788536729,0.05876988272263722,1339400
217.9477740058975,0.0499999231978174,11345,549,284,0.0303030304369078,-74.14427363597541,26023.82013516524,0.0443925233644859,0.0346534653820288,0.01921090998799369,6228405
2534.2049378296265,0.0299401228821408,6447,445,297,0.0107526898239732,-79.24885046151209,21574.560304424744,0.0443925233644859,0.0346534653820288,0.39308281896987723,2868915
768.604017111954,0.0299401228821408,6162,305,377,0.0518867923868353,-99.60816250489069,53869.575207261005,0.0443925233644859,0.0155440421241535,0.12473288151000085,1879410
4160.16824794211,0.0532544325436529,10590,263,265,0.0107526898239732,-75.33435531552222,56553.87103108226,0.0295698924731182,0.0526315788536729,0.3928393053837315,2785170
4845.822124402648,0.0320512888103814,11775,130,271,0.0303030304369078,-29.23794142594648,80109.1324314235,0.0443925233644859,0.0346534653820288,0.41153478728554566,1530750
3093.057728604057,0.0532544325436529,11602,200,366,0.0107526898239732,-57.73133803425743,8693.529420780824,0.0443925233644859,0.0526315788536729,0.2665969424183837,2320400
3341.073997464437,0.0532544325436529,12138,372,321,0.0303030304369078,-46.24188619484857,77353.06432928462,0.0443925233644859,0.0155440421241535,0.2752573731019825,4515336
1691.110000937823,0.0499999231978174,5164,350,149,0.0303030304369078,-73.38986314626914,1379.198759531935,0.0295698924731182,0.0526315788536729,0.32748063471398464,1807400
3089.55348315411,0.0238095289246936,4927,286,221,0.0539215684598038,-83.346148650273,77625.51364210689,0.0443925233644859,0.0155440421241535,0.627065856887244,1409122
447.33730635155433,0.0299401228821408,3850,259,178,0.0107526898239732,-51.35172342675772,4395.492229027856,0.0295698924731182,0.0459183671556696,0.11619150784146473,997150
531.7935232686573,0.0299401228821408,8817,475,313,0.0539215684598038,-9.301448156175624,90424.0886016525,0.0295698924731182,0.0155440421241535,0.06031456534711485,4188075
2711.0687131523414,0.0532544325436529,9367,398,233,0.0518867923868353,-69.84131301264485,42095.610508638325,0.0443925233644859,0.0526315788536729,0.289427640680908,3728066
4815.944406829977,0.0320512888103814,1917,315,204,0.0107526898239732,-2.3510338852112795,72313.00354743331,0.0295698924731182,0.0346534653820288,2.5122297244171516,603855
4205.108109775888,0.0238095289246936,7129,339,310,0.0518867923868353,-43.11872635661271,50902.93789509401,0.0443925233644859,0.0459183671556696,0.5898594618989049,2416731
4778.063242815124,0.0299401228821408,9385,502,423,0.0539215684598038,-75.45455374610695,61939.70969612474,0.0295698924731182,0.0346534653820288,0.5091170205353174,4711270
2802.646930599701,0.0320512888103814,10369,506,226,0.0303030304369078,-24.51725416376688,56625.8186679098,0.0295698924731182,0.0155440421241535,0.27029095649501317,5246714
4444.852918546197,0.0299401228821408,6634,308,121,0.0539215684598038,-30.83565980266817,92693.10565504804,0.0295698924731182,0.0459183671556696,0.670010990631005,2043272
1872.526440230407,0.0238095289246936,7811,537,205,0.0518867923868353,-62.4178780992059,64693.602781906295,0.0443925233644859,0.0459183671556696,0.23972941208975967,4194507
4923.502000227296,0.0499999231978174,1336,464,425,0.0518867923868353,-74.43337766681856,30844.16245465613,0.0443925233644859,0.0526315788536729,3.6852559606098327,619904
3593.434150370207,0.0320512888103814,11674,598,460,0.0107526898239732,-35.196968194478586,57022.97190507414,0.0295698924731182,0.0459183671556696,0.3078151573832496,6981052
3118.603251981779,0.0320512888103814,6668,413,472,0.0303030304369078,-97.18784937220762,43553.29449378725,0.0295698924731182,0.0459183671556696,0.4676969477061802,2753884
690.8343652580983,0.0238095289246936,4278,495,478,0.0107526898239732,-23.48511501387361,91246.1118390422,0.0443925233644859,0.0459183671556696,0.16148535849538212,2117610
130.71690181786266,0.0499999231978174,4358,452,216,0.0518867923868353,-97.21589487374138,98722.90850648754,0.0443925233644859,0.0346534653820288,0.029994699751701624,1969816
4254.402828180268,0.0320512888103814,14422,382,222,0.0107526898239732,-65.90380263570114,24775.008006179403,0.0443925233644859,0.0346534653820288,0.29499395543130835,5509204
2595.213043531689,0.0238095289246936,8678,433,443,0.0303030304369078,-37.14960999164322,33216.40978757817,0.0443925233644859,0.0155440421241535,0.29905658452882267,3757574
2484.4199180430664,0.0320512888103814,12814,189,497,0.0539215684598038,-17.181413067654702,27591.29435854515,0.0443925233644859,0.0526315788536729,0.193883246145172,2421846
3848.8314192702856,0.0499999231978174,16627,499,155,0.0303030304369078,-81.26532086732111,27764.51045906285,0.0295698924731182,0.0346534653820288,0.23148080934356635,8296873
99.19093431973492,0.0499999231978174,15534,406,251,0.0539215684598038,-1.263152768780003,49641.71275930096,0.0443925233644859,0.0346534653820288,0.006385408410961815,6306804
1543.37692498217,0.0532544325436529,13508,442,171,0.0539215684598038,-71.87154364469659,31693.36837723256,0.0295698924731182,0.0526315788536729,0.11425650901981085,5970536
3989.8199121795687,0.0499999231978174,6755,245,292,0.0303030304369078,-68.58379361630278,7262.087480969279,0.0295698924731182,0.0459183671556696,0.5906469143261436,1654975
1356.4053934397896,0.0532544325436529,2874,307,308,0.0303030304369078,-40.37414247672979,70957.60965314446,0.0295698924731182,0.0459183671556696,0.47195733775929577,882318
3058.795134366449,0.0238095289246936,12618,280,174,0.0303030304369078,-6.350666868977427,66386.50241507869,0.0295698924731182,0.0155440421241535,0.2424152109638847,3533040
656.2794572011928,0.0238095289246936,12580,434,192,0.0518867923868353,-86.6583664476793,90261.49171914964,0.0443925233644859,0.0526315788536729,0.05216847827341081,5459720
1975.3833842142508,0.0320512888103814,9640,223,173,0.0539215684598038,-37.1969535430463,62380.13201426343,0.0295698924731182,0.0346534653820288,0.20491528860633795,2149720
2313.171797354752,0.0499999231978174,11997,138,135,0.0107526898239732,-91.6742341949368,49259.31571093343,0.0443925233644859,0.0155440421241535,0.1928125194154061,1655586
3166.783246738401,0.0499999231978174,2151,143,426,0.0518867923868353,-63.9940098069274,75150.90272309074,0.0443925233644859,0.0459183671556696,1.4722376717880168,307593
4938.7347247827975,0.0499999231978174,11230,129,185,0.0303030304369078,-77.48389757840681,95099.85259732437,0.0443925233644859,0.0526315788536729,0.43978047376536,1448670
2807.693871136693,0.0499999231978174,6831,520,325,0.0539215684598038,-58.22914330270241,51745.04537649696,0.0295698924731182,0.0346534653820288,0.41102237842577505,3552120
618.2116057513683,0.0499999231978174,15394,399,272,0.0539215684598038,-99.2908187225629,23638.40438707573,0.0295698924731182,0.0346534653820288,0.04015925720084291,6142206
1191.9840892826655,0.0532544325436529,2925,237,275,0.0303030304369078,-14.986726531496316,41920.90352724803,0.0443925233644859,0.0459183671556696,0.4075159265666688,693225
2279.151879612957,0.0238095289246936,12281,111,360,0.0303030304369078,-90.64405930876644,12994.390664837556,0.0443925233644859,0.0459183671556696,0.18558357444484339,1363191
4715.948430346091,0.0532544325436529,9597,208,286,0.0107526898239732,-38.04174071729132,6000.239612395931,0.0443925233644859,0.0459183671556696,0.4913981895834229,1996176
1012.659106408692,0.0320512888103814,15010,265,250,0.0107526898239732,-87.31982008732399,54231.52073050618,0.0295698924731182,0.0346534653820288,0.06746562996229419,3977650
58.75652862172646,0.0532544325436529,15296,105,267,0.0518867923868353,-69.05374235538176,74347.43746547656,0.0443925233644859,0.0346534653820288,0.0038413002473400536,1606080
3186.981714014365,0.0532544325436529,13773,390,164,0.0303030304369078,-79.06939241657915,93311.95385935772,0.0443925233644859,0.0155440421241535,0.2313934300225391,5371470
2738.0200894432096,0.0532544325436529,2629,440,256,0.0107526898239732,-45.79847015202739,24830.54598068717,0.0295698924731182,0.0526315788536729,1.041468268934396,1156760
1110.226183260175,0.0238095289246936,12546,568,216,0.0107526898239732,-74.18923568265853,85597.0281551642,0.0443925233644859,0.0346534653820288,0.08849244240198076,7126128
3185.786945222747,0.0238095289246936,12683,478,184,0.0539215684598038,-83.12505616017705,10756.138289881295,0.0443925233644859,0.0155440421241535,0.2511855982583688,6062474
1050.4674666431056,0.0320512888103814,10788,325,446,0.0539215684598038,-44.82876279800331,56114.21639873253,0.0443925233644859,0.0526315788536729,0.09737369907947428,3506100
